ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1317	23,30,21,18	1,3,0,1	12,18,20,21	3,4,3,1	243	149	0.0496556172312268	0.437386240084879	0.934,0.86,1.0,0.917	0.71,0.734,0.803,0.928	0.134
1318	128,155,136,101	303,323,274,259	75,56,75,57	162,157,170,143	231	149	0.39419495478225	0.757097324805955	0.214,0.236,0.243,0.201	0.23,0.187,0.222,0.205	0.012
1319	6,3,4,6	3,1,2,2	9,2,8,1	4,2,6,6	298	149	0.0957061936858983	0.52452377942501	0.5,0.6,0.5,0.6	0.529,0.333,0.4,0.077	0.215
1320	132,163,91,109	6,7,12,10	134,112,128,126	7,16,7,11	298	149	0.698033297463896	0.949258300589768	0.917,0.921,0.791,0.845	0.905,0.778,0.901,0.851	0.01
1321	133,174,92,116	0,2,2,4	140,104,125,133	4,6,4,3	298	149	0.0499765724055045	0.437548767027829	1.0,0.978,0.958,0.935	0.946,0.897,0.94,0.957	0.033
1322	129,187,114,124	2,1,6,2	164,148,157,165	4,1,1,4	298	149	0.900188290765379	0.999202115572178	0.97,0.989,0.905,0.969	0.953,0.987,0.987,0.954	-0.012
1325	0,1,1,2	0,0,0,0	3,3,5,4	0,1,0,0	298	149	0.160079959568534	0.59578146242644	NA,1.0,1.0,1.0	1.0,0.6,1.0,1.0	0.1
1326	17,9,6,13	3,1,1,1	10,14,9,15	1,1,0,0	298	149	0.0705440024105125	0.458536015668331	0.739,0.818,0.75,0.867	0.833,0.875,1.0,1.0	-0.134
1327	14,14,10,14	3,16,1,1	15,12,9,7	1,4,7,2	298	149	0.855581604199906	0.999202115572178	0.7,0.304,0.833,0.875	0.882,0.6,0.391,0.636	0.051
1329	1,0,0,3	0,0,0,1	1,3,0,1	0,0,0,1	298	149	0.651811716955841	0.924476516035906	1.0,NA,NA,0.6	1.0,1.0,NA,0.333	0.022
1340	0,0,1,1	6,5,0,5	0,0,0,0	4,1,7,2	298	149	0.123228591092313	0.548500317241851	0.0,0.0,1.0,0.091	0.0,0.0,0.0,0.0	0.273
1341	2,1,2,0	0,0,0,0	0,0,5,0	0,0,2,0	298	149	0.0180140600314077	0.322505336483767	1.0,1.0,1.0,NA	NA,NA,0.556,NA	0.444
1347	237,210,218,208	50,75,72,71	234,259,216,264	63,81,80,75	298	149	0.999202115572178	0.999202115572178	0.703,0.583,0.602,0.594	0.65,0.615,0.574,0.638	0.001
1348	321,312,347,344	1,0,0,0	356,363,360,372	1,0,0,0	298	149	0.943720646649954	0.999202115572178	0.994,1.0,1.0,1.0	0.994,1.0,1.0,1.0	0.0
1349	0,1,0,0	1,3,2,3	0,0,2,0	0,2,2,0	298	149	0.380786347510446	0.754218452257816	0.0,0.143,0.0,0.0	NA,0.0,0.333,NA	-0.131
