IncLevel1	IncLevel2	IncLevelDifference
0.387,0.329,0.396,0.283	0.349,0.43,0.404,0.359	-0.037
0.797,0.872,0.717,0.821	0.729,0.736,0.82,0.733	0.047
0.593,0.746,0.42,0.44	0.402,0.541,0.32,0.579	0.089
0.28,0.689,0.136,0.226	0.28,0.221,0.29,0.102	0.11
0.211,0.43,0.178,0.271	0.367,0.194,0.465,0.076	-0.003
0.11,0.118,0.122,0.04	0.104,0.185,0.063,0.185	-0.037
0.718,0.717,0.714,0.713	0.666,0.682,0.675,0.701	0.034
0.634,0.651,0.587,0.555	0.556,0.403,0.502,0.599	0.092
0.242,0.101,0.183,0.055	0.063,0.057,0.044,0.165	0.063
0.009,0.007,0.036,0.009	0.036,0.033,0.009,0.023	-0.01
0.644,0.629,0.581,0.527	0.601,0.394,0.563,0.593	0.058
0.406,0.387,0.396,0.399	0.455,0.349,0.425,0.398	-0.01
0.347,0.247,0.484,0.527	0.527,0.496,0.389,0.13	0.016
0.456,0.395,0.388,0.356	0.333,0.418,0.405,0.37	0.017
0.0,0.0,0.0,0.0	0.0,0.03,0.0,0.0	-0.007
0.86,0.788,0.77,0.768	0.827,0.806,0.854,0.798	-0.025
0.788,0.723,0.583,0.615	0.728,0.528,0.817,0.77	-0.033
0.0,0.0,0.0,0.138	0.309,0.183,0.358,0.0	-0.178
0.719,0.561,0.49,0.594	0.0,0.339,0.561,0.0	0.366
1.0,1.0,1.0,0.902	0.0,0.696,0.696,NA	0.512
1.0,1.0,1.0,0.821	0.0,0.534,0.534,NA	0.599
0.285,0.111,0.238,0.257	0.091,0.213,0.178,0.145	0.066
0.134,0.068,0.119,0.149	0.092,0.164,0.223,0.147	-0.039
0.33,0.269,0.323,0.344	0.29,0.351,0.286,0.229	0.027
0.31,0.298,0.326,0.317	0.29,0.345,0.303,0.234	0.02
0.58,0.469,0.517,0.511	0.519,0.521,0.497,0.413	0.032
0.93,1.0,1.0,0.804	0.506,0.705,0.606,0.754	0.291
0.582,0.511,0.305,0.455	0.173,0.148,0.13,0.0	0.351
0.888,0.761,0.884,0.755	0.936,0.929,0.859,0.868	-0.076
0.513,0.574,0.459,0.546	0.555,0.533,0.516,0.457	0.008
