IncLevel1	IncLevel2	IncLevelDifference
1.0,1.0,1.0,1.0	1.0,0.926,1.0,1.0	0.018
1.0,1.0,1.0,1.0	1.0,1.0,0.941,1.0	0.015
0.714,0.76,0.81,0.826	0.887,0.875,0.871,0.846	-0.092
0.935,0.947,0.943,1.0	0.852,1.0,0.962,0.939	0.018
0.496,0.583,0.515,0.642	0.509,0.481,0.617,0.62	0.002
0.382,0.435,0.405,0.535	0.424,0.434,0.348,0.539	0.003
0.867,0.882,1.0,0.81	0.846,0.333,0.429,0.833	0.28
1.0,1.0,1.0,1.0	1.0,1.0,0.909,1.0	0.023
0.867,0.929,0.789,1.0	0.833,0.84,1.0,0.7	0.053
1.0,1.0,1.0,1.0	0.6,1.0,1.0,1.0	0.1
0.174,0.094,0.061,0.0	0.107,0.143,0.077,0.174	-0.043
0.714,0.7,0.667,0.63	0.517,0.769,0.486,0.826	0.028
0.25,0.309,0.556,0.613	0.538,0.476,0.487,0.533	-0.076
1.0,0.926,0.857,0.769	0.63,0.84,0.6,0.714	0.192
1.0,0.926,1.0,1.0	1.0,0.92,0.7,0.909	0.099
0.333,1.0,0.778,0.667	1.0,1.0,0.692,0.692	-0.152
1.0,0.8,0.571,0.667	0.857,0.714,0.5,0.818	0.037
1.0,1.0,1.0,0.981	1.0,0.972,1.0,0.974	0.009
1.0,1.0,1.0,0.981	1.0,1.0,1.0,1.0	-0.005
1.0,1.0,1.0,1.0	0.945,0.968,1.0,1.0	0.022
0.947,0.991,1.0,0.989	0.99,0.95,1.0,0.984	0.001
1.0,1.0,0.993,0.991	1.0,0.964,1.0,1.0	0.005
0.916,0.95,0.955,0.946	0.919,0.907,0.883,0.961	0.024
0.946,0.993,1.0,0.99	1.0,0.976,0.991,0.984	-0.005
0.982,0.989,0.984,0.955	0.966,0.96,0.963,0.93	0.023
0.991,0.925,0.964,0.949	0.935,0.93,0.928,0.931	0.026
0.529,0.692,0.375,0.478	0.81,0.6,0.655,0.333	-0.081
NA,1.0,1.0,1.0	NA,0.6,NA,NA	0.4
0.562,0.49,0.435,0.514	0.404,0.55,0.929,0.467	-0.087
0.864,1.0,0.917,0.773	0.864,1.0,1.0,0.846	-0.039
1.0,1.0,1.0,0.925	0.973,0.897,0.97,1.0	0.021
0.056,0.109,0.033,0.047	0.109,0.047,0.045,0.041	0.001
0.0,1.0,1.0,NA	NA,1.0,1.0,NA	-0.333
1.0,0.6,0.0,0.5	0.333,1.0,0.6,1.0	-0.208
1.0,1.0,NA,NA	1.0,0.333,1.0,1.0	0.167
0.797,0.957,0.917,0.88	0.811,0.774,0.791,0.761	0.104
1.0,1.0,1.0,1.0	1.0,0.5,1.0,NA	0.167
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.818	0.045
0.618,0.672,0.624,0.714	0.593,0.683,0.698,0.717	-0.016
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.961	0.01
0.455,0.5,0.444,0.4	0.565,0.76,0.636,0.875	-0.259
0.702,0.631,0.77,0.676	0.653,0.629,0.744,0.798	-0.011
0.855,0.959,1.0,0.873	0.882,0.907,0.927,0.938	0.008
0.629,0.569,0.706,0.579	0.592,0.462,0.649,0.705	0.019
0.912,0.964,1.0,0.974	0.944,0.946,0.939,0.982	0.01
1.0,1.0,0.981,1.0	1.0,1.0,1.0,1.0	-0.005
1.0,1.0,0.974,0.958	0.986,0.97,0.986,0.989	0.0
0.958,0.899,0.912,0.966	0.939,0.922,0.94,0.914	0.005
0.979,1.0,0.956,0.957	0.966,0.907,1.0,0.981	0.009
1.0,1.0,0.975,0.975	1.0,0.803,1.0,1.0	0.037
0.8,0.752,0.825,0.811	0.737,0.681,0.839,0.73	0.05
0.287,0.145,0.176,0.111	0.192,0.247,0.167,0.119	-0.002
NA,NA,1.0,1.0	1.0,0.0,1.0,1.0	0.25
1.0,1.0,1.0,0.935	0.926,1.0,1.0,1.0	0.002
0.333,0.368,0.2,0.385	0.286,0.0,1.0,0.538	-0.135
0.714,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.072
0.81,0.905,0.839,0.796	0.709,0.76,0.713,0.672	0.124
0.2,0.25,0.159,0.313	0.257,0.188,0.161,0.125	0.048
0.248,0.336,0.361,0.355	0.351,0.263,0.287,0.32	0.02
0.6,0.796,0.671,0.651	0.537,0.413,0.726,0.594	0.112
0.808,0.881,0.791,0.875	0.908,0.905,0.758,0.837	-0.013
0.842,1.0,0.969,0.973	0.971,0.934,0.91,0.841	0.032
0.932,0.988,0.961,0.968	0.912,0.889,0.815,0.877	0.089
0.931,0.964,0.949,0.84	0.927,0.913,0.958,0.9	-0.004
0.905,0.897,1.0,0.961	0.811,0.957,1.0,1.0	-0.001
0.778,1.0,0.455,0.778	0.818,0.778,0.789,1.0	-0.094
0.833,1.0,1.0,1.0	0.778,1.0,1.0,1.0	0.014
1.0,1.0,0.818,1.0	0.333,1.0,0.75,0.0	0.434
0.2,0.1,0.4,0.081	0.12,0.04,0.119,0.263	0.06
0.2,0.154,0.185,0.091	0.333,0.071,0.333,0.304	-0.103
0.548,0.784,0.161,0.5	0.348,0.263,0.3,0.25	0.208
