ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16057	131,95,112,92	1,1,0,1	135,112,129,129	0,1,0,1	78	39
16058	136,112,111,116	0,0,0,0	156,112,130,152	1,0,0,0	78	39
16059	136,127,95,120	1,0,0,0	123,114,159,154	1,0,0,0	78	39
16060	102,110,154,107	2,0,1,0	123,102,100,143	0,0,0,0	78	39
16061	31,27,47,36	52,47,60,38	32,29,35,32	55,53,49,74	78	39
16062	142,114,116,111	2,7,3,1	131,119,107,131	6,4,5,3	78	39
16063	129,133,102,121	1,0,2,1	100,83,106,102	0,1,1,1	78	39
16064	0,2,0,0	0,0,0,1	0,0,0,0	1,0,0,0	72	39
16066	1,1,0,2	25,12,7,11	2,0,0,2	15,15,23,14	78	39
16067	1,3,1,2	0,0,0,1	2,0,2,2	0,0,0,0	78	39
16068	34,19,16,21	0,0,0,0	22,20,33,18	0,2,0,0	78	39
16069	10,6,9,8	9,7,9,10	12,9,2,14	7,5,10,4	51	39
16070	3,3,4,2	32,19,18,17	3,1,1,2	16,16,15,26	78	39
16071	13,12,13,5	2,0,5,6	9,11,5,13	2,0,1,3	78	39
16072	16,21,11,15	0,0,0,0	17,8,6,12	0,0,0,1	78	39
16073	1,2,10,3	34,26,15,25	0,3,3,2	23,13,15,25	78	39
16074	6,3,4,8	17,18,27,20	7,5,12,5	16,15,13,13	78	39
16075	18,12,9,9	16,32,28,24	9,8,10,9	14,18,33,29	66	39
16076	36,53,54,45	2,0,0,0	32,33,58,48	0,3,0,1	78	39
16077	42,45,38,24	9,16,9,10	32,36,35,30	5,8,8,11	78	39
16078	16,10,7,8	1,1,1,1	13,7,20,12	1,2,1,1	78	39
16079	57,49,36,48	1,1,1,1	33,35,49,48	1,2,1,1	78	39
16080	75,69,58,54	1,0,0,0	47,56,57,57	0,0,1,2	78	39
16081	4,0,0,1	24,23,14,20	3,4,5,0	14,21,22,14	72	39
16082	48,55,27,28	0,0,0,3	33,45,38,33	1,2,2,1	78	39
16083	23,19,13,16	23,15,12,9	7,18,14,11	7,11,13,15	78	39
