IncLevel1	IncLevel2	IncLevelDifference
0.594,0.601,0.588,0.588	0.609,0.559,0.574,0.6	0.007
0.189,0.221,0.197,0.197	0.23,0.151,0.211,0.216	-0.001
0.196,0.221,0.199,0.205	0.246,0.15,0.222,0.216	-0.003
0.579,0.591,0.592,0.587	0.625,0.571,0.575,0.574	0.001
0.0,0.004,0.0,0.001	0.009,0.003,0.0,0.004	-0.003
0.267,0.327,0.267,0.223	0.354,0.254,0.213,0.175	0.022
0.333,0.31,0.421,0.296	0.349,0.347,0.319,0.295	0.013
0.145,0.078,0.058,0.137	0.169,0.111,0.075,0.122	-0.015
0.224,0.274,0.392,0.424	0.219,0.354,0.303,0.398	0.01
0.259,0.313,0.299,0.427	0.354,0.488,0.247,0.372	-0.041
0.0,0.025,0.129,0.094	0.0,0.0,0.061,0.069	0.029
1.0,0.945,0.824,0.876	1.0,0.931,0.789,0.864	0.015
0.361,0.349,0.417,0.383	0.292,0.309,0.46,0.332	0.029
0.554,0.529,0.489,0.495	0.465,0.457,0.531,0.493	0.03
0.527,0.522,0.457,0.451	0.476,0.453,0.409,0.47	0.037
0.576,0.473,0.417,0.426	0.512,0.435,0.453,0.496	-0.001
0.539,0.451,0.525,0.433	0.514,0.391,0.491,0.464	0.022
0.875,1.0,0.926,0.849	0.956,0.9,0.6,0.833	0.09
0.577,0.549,0.532,0.506	0.509,0.527,0.547,0.473	0.027
0.475,0.576,0.462,0.466	0.469,0.496,0.45,0.436	0.032
0.503,0.602,0.492,0.484	0.49,0.51,0.468,0.443	0.042
0.6,0.643,0.667,0.4	0.7,0.0,0.588,0.467	0.139
0.266,0.339,0.485,0.475	0.446,0.425,0.321,0.503	-0.032
0.469,0.519,0.489,0.432	0.472,0.441,0.415,0.414	0.042
0.515,0.63,0.492,0.516	0.491,0.529,0.474,0.495	0.041
0.357,0.39,0.194,0.272	0.281,0.331,0.322,0.253	0.006
0.734,0.752,0.811,0.685	0.653,0.772,0.725,0.724	0.027
0.423,0.42,0.519,0.473	0.404,0.477,0.437,0.42	0.024
0.594,0.605,0.604,0.605	0.629,0.583,0.621,0.592	-0.004
0.611,0.637,0.493,0.624	0.729,0.641,0.563,0.612	-0.045
0.646,0.619,0.501,0.627	0.729,0.678,0.587,0.625	-0.056
0.0,0.0,0.0,0.0	0.01,0.0,0.0,0.017	-0.007
0.0,0.0,0.0,0.0	0.0,0.026,0.0,0.017	-0.011
0.07,0.136,0.119,0.11	0.105,0.167,0.169,0.125	-0.033
0.068,0.135,0.121,0.111	0.109,0.17,0.178,0.13	-0.038
0.171,0.133,0.115,0.138	0.188,0.223,0.212,0.098	-0.041
0.168,0.131,0.116,0.141	0.197,0.222,0.222,0.102	-0.047
0.526,0.523,0.448,0.571	0.485,0.397,0.461,0.493	0.058
0.231,0.188,0.232,0.254	0.303,0.188,0.304,0.33	-0.055
0.405,0.508,0.492,0.451	0.487,0.526,0.496,0.517	-0.042
0.576,0.538,0.556,0.572	0.642,0.553,0.708,0.404	-0.016
0.419,1.0,0.324,0.419	NA,0.59,0.324,0.683	0.008
0.575,0.611,0.56,0.585	0.632,0.573,0.543,0.495	0.022
0.47,0.397,0.473,0.469	0.454,0.454,0.4,0.497	0.001
0.483,0.476,0.48,0.47	0.502,0.462,0.44,0.471	0.009
0.208,NA,1.0,0.0	1.0,NA,1.0,0.0	-0.264
0.471,0.475,0.439,0.481	0.47,0.432,0.458,0.487	0.005
0.0,0.141,0.125,0.06	0.161,0.087,0.039,0.161	-0.03
0.443,0.495,0.446,0.526	0.478,0.624,0.454,0.489	-0.034
0.467,0.467,0.493,0.532	0.435,0.481,0.466,0.429	0.037
0.483,0.459,0.491,0.448	0.41,0.492,0.36,0.471	0.037
0.622,0.579,0.622,0.643	0.621,0.639,0.687,0.598	-0.02
0.791,0.879,0.777,0.716	0.637,0.677,0.752,0.922	0.044
